filename,signal,state,slope_deg
heon_IMG_1732.JPG,1,0,-2.098093643332831
john_IMG_1254.jpg,2,0,2.7551797763440966
sam_IMG_2006.JPG,0,0,2.3313569357826225
sam_IMG_2433.JPG,2,0,3.126990887695118
john_IMG_2264.jpg,2,0,-2.063838270205762
heon_IMG_0564.JPG,0,0,3.1253392085265568
IMG_1976.JPG,1,0,-2.876420750918771
sam_IMG_1498.jpg,0,0,-2.192812087383753
heon_IMG_1650.JPG,2,0,1.9846616411931166
john_IMG_2768.jpg,2,0,-2.3168685287106734
sam_IMG_1351.jpg,0,0,2.8555412118724752
john_IMG_2624.jpg,0,0,3.0062717808765194
john_IMG_1285.jpg,2,0,3.108958195735155
john_IMG_1609.jpg,0,0,-2.4304331661350917
heon_IMG_0552.JPG,0,0,-3.0209291927254354
heon_IMG_1131.JPG,2,0,-2.3183987069297882
john_IMG_2686.jpg,2,0,-2.2943642839980085
john_IMG_0708.jpg,0,0,-2.774816961754518
sam_IMG_2334.JPG,1,0,2.8934416359305075
heon_IMG_0751.JPG,2,0,2.9046583713910503
sam_IMG_1606.jpg,1,0,-2.452879597468435
sam_IMG_1753.JPG,2,0,2.7215559741197684
john_IMG_2430.jpg,2,0,-2.9108634087140595
heon_IMG_1439.JPG,0,0,-1.9970692100075584
sam_IMG_1936.JPG,2,0,-2.5712890768039567
john_IMG_2088.jpg,0,0,2.578453673485854
john_IMG_0820.jpg,1,0,-2.5971231349626254
IMG_1814.JPG,2,0,-3.1342729644971725
heon_IMG_1152.JPG,1,0,2.169510007251818
sam_IMG_0939.jpg,1,0,-3.084674142987378
sam_IMG_2540.JPG,1,0,-2.2578544809209307
sam_IMG_6422.jpg,0,0,-2.14084623113657
sam_IMG_1541.jpg,0,0,-2.090418404832227
sam_IMG_2450.JPG,1,0,-2.52211217070886
john_IMG_1420.jpg,1,0,2.707762219899904
sam_IMG_1653.jpg,1,0,2.742271608713595
sam_IMG_1358.jpg,1,0,2.9770074833847646
sam_IMG_2146.JPG,2,0,2.1450730647146403
john_IMG_1272.jpg,0,0,2.4661492176286215
sam_IMG_1337.jpg,0,0,2.1904124337850375
john_IMG_0969.jpg,0,0,-2.272956010419352
sam_IMG_2379.JPG,2,0,-2.5851410383657347
sam_IMG_1770.JPG,0,0,2.8453768230595102
john_IMG_0554.jpg,0,0,2.4348235157133513
heon_IMG_1680.JPG,0,0,3.075234529718463
sam_IMG_2358.JPG,1,0,-3.0961224654526114
john_IMG_2521.jpg,1,0,1.9215682461628403
IMG_2043.JPG,0,0,2.2507721144714
IMG_1986.JPG,1,0,-2.2332131211552686
john_IMG_2142.jpg,2,0,-2.549312916158417
john_IMG_1426.jpg,1,0,-2.1813643582121722
john_IMG_1793.jpg,2,0,-2.8660913411897457
john_IMG_0645.jpg,0,0,3.027974608651041
sam_IMG_1730.jpg,0,0,-2.9785938800259126
heon_IMG_1693.JPG,1,0,2.1530635990424978
heon_IMG_1591.JPG,1,0,2.7921911024831085
john_IMG_2243.jpg,0,0,1.9159217505392705
sam_IMG_1928.JPG,2,0,-2.467922374768696
IMG_2049.JPG,1,0,-2.980965800991387
john_IMG_0587.jpg,1,0,2.922923707715851
john_IMG_2709.jpg,0,0,-2.9355034187133424
sam_IMG_1189.jpg,1,0,-2.660592066650925
john_IMG_0873.jpg,1,0,-2.6569816113008007
heon_IMG_0787.JPG,1,0,-2.4888805214794654
sam_IMG_1926.JPG,0,0,-2.9664156590666315
heon_IMG_0549.JPG,0,0,-2.778475827766759
sam_IMG_1688.jpg,1,0,2.899338779359861
john_IMG_1496.jpg,0,0,2.041051769135816
sam_IMG_1063.jpg,0,0,-2.72155051142994
john_IMG_1701.jpg,0,0,-2.1063475318237157
john_IMG_0737.jpg,2,0,-2.55415146925115
heon_IMG_1102.JPG,1,0,-2.1364780092410762
sam_IMG_0937.jpg,0,0,-2.4621420191606926
sam_IMG_0867.jpg,2,0,2.1058864201580114
john_IMG_1633.jpg,1,0,-2.755378134139794
sam_IMG_1931.JPG,2,0,2.3283303408347042
heon_IMG_0567.JPG,1,0,3.005141785475956
john_IMG_0719.jpg,1,0,-2.911225253208916
john_IMG_2505.jpg,1,0,-1.9561343023763835
sam_IMG_1670.jpg,1,0,2.1820505531529273
john_39551545040073_.pic_hd.jpg,2,0,2.7760542441532583
heon_IMG_1010.JPG,1,0,2.0834052257050195
sam_IMG_1782.JPG,1,0,2.9629422940475814
sam_IMG_2351.JPG,2,0,-2.5301582810579575
sam_IMG_2566.JPG,1,0,2.44715784910021
IMG_1772.JPG,1,0,2.9464954999588953
heon_IMG_0607.JPG,1,0,-2.5409812146966506
IMG_2201.JPG,1,0,-3.094399794195439
heon_IMG_1332.JPG,1,0,-2.252533423527923
john_IMG_1564.jpg,2,0,-2.066866016233115
john_IMG_1920.jpg,0,0,-2.0243475780755835
john_IMG_1547.jpg,2,0,2.073227139760375
john_IMG_1889.jpg,2,0,2.3492720079456593
IMG_2163.JPG,2,0,2.473200421092208
sam_IMG_2496.JPG,0,0,-2.529791687547374
john_IMG_2797.jpg,2,0,3.0110629127950626
heon_IMG_0870.JPG,0,0,-1.9452650414236528
sam_IMG_2328.JPG,1,0,-2.6082201984377757
john_IMG_1703.jpg,1,0,-2.8467667312346663
heon_IMG_1714.JPG,1,0,2.73639349656379
sam_IMG_1160.jpg,1,0,1.8436128330744408
john_IMG_2334.jpg,1,0,1.9543019451015098
john_IMG_2648.jpg,0,0,-2.1644444532179548
heon_IMG_0571.JPG,0,0,2.996559457001793
heon_IMG_1453.JPG,1,0,2.0739425950269657
john_IMG_1784.jpg,2,0,-2.8941868107632556
heon_IMG_1100.JPG,2,0,2.225042707460757
heon_IMG_1570.JPG,0,0,-3.1155066833498437
heon_IMG_0835.JPG,1,0,-2.4673828190553015
