filename,signal,signal_labels,bbox,width,height
img_00246.jpg,0,15,"66,118,74,131",480,480
img_21424.jpg,0,15,"214,186,220,196",480,480
sam_IMG_0673.jpg,0,15,"266,150,279,172",480,480
img_16013.jpg,0,15,"114,159,125,178",480,480
img_05194.jpg,0,15,"167,190,175,204",480,480
heon_IMG_0822.JPG,0,15,"236,114,242,129",480,480
img_15320.jpg,0,15,"20,154,34,176",480,480
img_18935.jpg,0,15,"286,135,302,157",480,480
john_IMG_0974.jpg,0,15,"240,109,250,128",480,480
img_16336.jpg,0,15,"237,105,243,114",480,480
img_15626.jpg,0,15,"148,105,164,129",480,480
img_00017.jpg,0,15,"266,188,275,202",480,480
img_15689.jpg,0,15,"167,105,183,123",480,480
img_09738.jpg,0,15,"39,141,52,163",480,480
sam_IMG_1648.jpg,0,15,"285,152,298,172",480,480
img_20374.jpg,0,15,"237,113,253,137",480,480
img_25942.jpg,0,15,"322,203,335,221",480,480
sam_IMG_2106.JPG,0,15,"308,108,323,138",480,480
sam_IMG_0862.jpg,0,15,"204,206,211,221",480,480
img_18008.jpg,0,15,"386,108,405,145",480,480
img_15821.jpg,0,15,"273,176,280,187",480,480
img_22743.jpg,0,"15,15","472,163,478,174",480,480
sam_IMG_0801.jpg,0,15,"278,186,293,213",480,480
sam_IMG_0821.jpg,0,15,"246,173,264,202",480,480
img_00723.jpg,0,15,"129,141,136,153",480,480
john_IMG_1238.jpg,0,15,"99,109,114,139",480,480
john_IMG_1499.jpg,0,15,"268,90,275,105",480,480
img_16015.jpg,0,15,"106,162,113,173",480,480
img_16495.jpg,0,15,"374,169,383,183",480,480
john_IMG_0513.jpg,0,15,"287,124,295,143",480,480
sam_IMG_1725.jpg,0,15,"464,147,471,162",480,480
img_12267.jpg,0,"15,15","337,305,478,373",480,480
john_IMG_1700.jpg,0,15,"289,51,304,78",480,480
john_IMG_1750.jpg,0,15,"274,30,296,71",480,480
john_IMG_1394.jpg,0,15,"82,105,93,126",480,480
img_19297.jpg,0,15,"275,132,292,159",480,480
img_27776.jpg,0,15,"98,135,109,151",480,480
john_IMG_0776.jpg,0,15,"236,123,246,142",480,480
img_11476.jpg,0,15,"265,120,283,147",480,480
img_19581.jpg,0,15,"241,110,256,139",480,480
sam_IMG_1895.JPG,0,15,"299,187,302,195",480,480
img_12687.jpg,0,15,"387,106,407,122",480,480
john_IMG_1368.jpg,0,15,"353,71,366,100",480,480
IMG_2072.JPG,0,15,"315,75,334,101",480,480
img_16429.jpg,0,15,"217,161,223,170",480,480
sam_IMG_1499.jpg,0,15,"279,175,286,187",480,480
img_10338.jpg,0,15,"294,134,304,155",480,480
img_18997.jpg,0,15,"273,122,286,145",480,480
sam_IMG_2444.JPG,0,15,"384,98,395,122",480,480
img_10022.jpg,0,15,"294,134,304,155",480,480
img_15524.jpg,0,15,"157,105,174,130",480,480
img_18454.jpg,0,15,"246,132,262,162",480,480
img_00491.jpg,0,15,"125,135,134,147",480,480
heon_IMG_0872.JPG,0,15,"230,97,241,116",480,480
img_04509.jpg,0,15,"257,145,268,166",480,480
img_19945.jpg,0,15,"236,111,252,136",480,480
img_02065.jpg,0,15,"151,147,168,175",480,480
sam_IMG_0708.jpg,0,15,"185,176,198,203",480,480
sam_IMG_2316.JPG,0,15,"102,82,110,95",480,480
img_16563.jpg,0,15,"265,161,272,174",480,480
img_26511.jpg,0,15,"313,201,320,215",480,480
img_26061.jpg,0,"15,16","253,120,271,150",480,480
img_05249.jpg,0,15,"448,192,456,204",480,480
img_13135.jpg,0,15,"362,106,375,128",480,480
img_16444.jpg,0,15,"268,167,276,179",480,480
img_29712.jpg,0,15,"381,123,398,151",480,480
img_07544.jpg,0,15,"207,166,222,188",480,480
img_13039.jpg,0,15,"152,139,169,164",480,480
img_02170.jpg,0,15,"153,189,168,213",480,480
john_IMG_1358.jpg,0,15,"165,110,179,134",480,480
heon_IMG_0691.JPG,0,15,"168,89,181,114",480,480
sam_IMG_7988.jpg,0,15,"182,165,189,180",480,480
img_11470.jpg,0,15,"177,134,188,148",480,480
img_25838.jpg,0,"15,15","347,183,361,203",480,480
img_09651.jpg,0,15,"111,165,126,185",480,480
img_15556.jpg,0,15,"143,121,159,150",480,480
sam_IMG_1091.jpg,0,15,"55,77,98,158",480,480
img_23340.jpg,0,15,"226,117,249,158",480,480
sam_IMG_1106.jpg,0,15,"176,207,184,224",480,480
img_02684.jpg,0,15,"258,192,267,208",480,480
img_19019.jpg,0,15,"288,135,302,157",480,480
img_28763.jpg,0,15,"386,124,403,149",480,480
img_00465.jpg,0,15,"63,118,71,130",480,480
img_00091.jpg,0,"15,16,15","155,197,163,210",480,480
img_16442.jpg,0,15,"275,177,280,189",480,480
img_18963.jpg,0,15,"288,138,303,163",480,480
img_15602.jpg,0,15,"270,123,285,151",480,480
john_IMG_2760.jpg,0,15,"183,44,200,77",480,480
img_18849.jpg,0,15,"257,109,272,135",480,480
img_20208.jpg,0,15,"286,135,301,157",480,480
sam_IMG_0905.jpg,0,15,"349,215,358,230",480,480
img_18304.jpg,0,15,"267,106,283,125",480,480
heon_IMG_1496.JPG,0,15,"23,120,39,148",480,480
sam_IMG_2037.JPG,0,15,"207,168,213,183",480,480
heon_IMG_1205.JPG,0,15,"346,58,358,84",480,480
img_06242.jpg,0,15,"189,122,209,151",480,480
img_00219.jpg,0,15,"237,187,244,200",480,480
img_26426.jpg,0,15,"348,214,357,227",480,480
img_12755.jpg,0,15,"352,209,368,230",480,480
img_20540.jpg,0,15,"237,174,249,195",480,480
john_IMG_1818.jpg,0,15,"316,50,331,81",480,480
john_IMG_2385.jpg,0,15,"143,99,152,116",480,480
sam_IMG_2565.JPG,0,15,"229,150,239,174",480,480
sam_IMG_1713.jpg,0,15,"290,144,301,165",480,480
heon_IMG_1437.JPG,0,15,"107,128,115,145",480,480
heon_IMG_0873.JPG,0,15,"224,88,232,109",480,480
img_15559.jpg,0,15,"171,107,188,137",480,480
img_00132.jpg,0,15,"376,152,391,176",480,480
john_IMG_1292.jpg,0,15,"182,54,195,81",480,480
img_15359.jpg,0,15,"130,132,152,157",480,480
img_15707.jpg,0,15,"230,181,236,192",480,480
img_00008.jpg,0,15,"234,183,242,198",480,480
john_IMG_2071.jpg,0,15,"314,96,328,124",480,480
john_IMG_0710.jpg,0,15,"291,147,299,162",480,480
img_04556.jpg,0,"15,15","309,170,320,194",480,480
heon_IMG_0746.JPG,0,15,"96,89,115,110",480,480
img_11439.jpg,0,15,"251,107,271,133",480,480
img_04387.jpg,0,15,"214,197,228,222",480,480
img_19469.jpg,0,15,"286,135,300,158",480,480
john_IMG_0834.jpg,0,15,"136,70,155,100",480,480
heon_IMG_1549.JPG,0,15,"217,149,228,168",480,480
img_25926.jpg,0,15,"287,158,302,183",480,480
img_18359.jpg,0,15,"254,117,271,143",480,480
sam_IMG_0774.jpg,0,15,"230,191,240,208",480,480
img_04558.jpg,0,15,"64,158,87,195",480,480
sam_IMG_1817.JPG,0,15,"169,154,179,174",480,480
heon_IMG_1023.JPG,0,15,"175,18,198,68",480,480
img_10145.jpg,0,15,"206,148,218,167",480,480
img_18800.jpg,0,15,"242,114,257,140",480,480
img_04602.jpg,0,15,"6,212,16,229",480,480
img_18519.jpg,0,15,"266,122,282,151",480,480
img_29812.jpg,0,15,"372,161,386,181",480,480
img_15785.jpg,0,15,"264,162,270,174",480,480
sam_IMG_0698.jpg,0,15,"247,171,259,191",480,480
img_26685.jpg,0,"15,15","299,186,312,207",480,480
john_IMG_1024.jpg,0,15,"314,93,324,111",480,480
john_IMG_1293.jpg,0,15,"177,121,189,145",480,480
img_15429.jpg,0,15,"459,226,474,245",480,480
img_00313.jpg,0,15,"73,108,81,121",480,480
sam_IMG_1672.jpg,0,15,"186,169,195,186",480,480
img_07400.jpg,0,15,"252,117,261,131",480,480
img_02195.jpg,0,15,"117,159,134,188",480,480
sam_IMG_1870.JPG,0,15,"185,160,192,175",480,480
img_22875.jpg,0,15,"261,141,268,152",480,480
john_IMG_1567.jpg,0,15,"265,102,276,122",480,480
img_19476.jpg,0,15,"276,123,287,144",480,480
john_IMG_2002.jpg,0,15,"167,60,183,86",480,480
img_17191.jpg,0,15,"141,148,154,168",480,480
img_16451.jpg,0,15,"135,171,147,189",480,480
img_11765.jpg,0,15,"169,192,180,206",480,480
img_16187.jpg,0,15,"372,169,381,184",480,480
img_29135.jpg,0,15,"443,116,462,145",480,480
heon_IMG_1657.JPG,0,15,"103,126,113,146",480,480
